abilities.0	abilities.1	abilities.2	abilities.3	abilities.4	abilities.5	description	evolution.0	evolution.1	evolution.2	evolution.3	gen	height	id	name	species	stats.attack	stats.defense	stats.hp	stats.sp.atk	stats.sp.def	stats.speed	stats.total	type.0	type.1	weight
Levitate						Description not available yet					4	0.3m	481	Mesprit	Emotion Pokemon	105	105	80	105	105	80	580	Psychic		0.3 kg
Levitate						Description not available yet					4	0.3m	482	Azelf	Willpower Pokemon	125	70	75	125	70	115	580	Psychic		0.3 kg
Pressure	Telepathy					Description not available yet					4	5.4m	483	Dialga	Temporal Pokemon	120	120	100	150	100	90	680	Steel	Dragon	683 kg
Pressure	Telepathy					Description not available yet					4	4.2m	484	Palkia	Spatial Pokemon	120	100	90	150	120	100	680	Water	Dragon	336 kg
Flash Fire	Flame Body					Description not available yet					4	1.7m	485	Heatran	Lava Dome Pokemon	90	106	91	130	106	77	600	Fire	Steel	430 kg
Slow Start						Description not available yet					4	3.7m	486	Regigigas	Colossal Pokemon	160	110	110	80	110	100	670	Normal		420 kg
Pressure	Telepathy	Levitate				Description not available yet					4	4.5m	487	Giratina	Renegade Pokemon	120	100	150	120	100	90	680	Ghost	Dragon	750 kg
Levitate						Description not available yet					4	1.5m	488	Cresselia	Lunar Pokemon	70	120	120	75	130	85	600	Psychic		85.6 kg
Hydration						Description not available yet					4	0.4m	489	Phione	Sea Drifter Pokemon	80	80	80	80	80	80	480	Water		3.1 kg
Hydration						Description not available yet					4	0.3m	490	Manaphy	Seafaring Pokemon	100	100	100	100	100	100	600	Water		1.4 kg
Bad Dreams						Description not available yet					4	1.5m	491	Darkrai	Pitch-Black Pokemon	90	90	70	135	90	125	600	Dark		50.5 kg
Natural Cure	Serene Grace					Description not available yet					4	0.2m	492	Shaymin	Gratitude Pokemon	103	75	100	120	75	127	600	Grass	Grass	2.1 kg
Multitype						Description not available yet					4	3.2m	493	Arceus	Alpha Pokemon	120	120	120	120	120	120	720	Normal		320 kg
Victory Star						Description not available yet					5	0.4m	494	Victini	Victory Pokemon	100	100	100	100	100	100	600	Psychic	Fire	4 kg
Overgrow	Contrary					Description not available yet					5	0.6m	495	Snivy	Grass Snake Pokemon	45	55	45	45	55	63	308	Grass		8.1 kg
Overgrow	Contrary					Description not available yet					5	0.8m	496	Servine	Grass Snake Pokemon	60	75	60	60	75	83	413	Grass		16 kg
Overgrow	Contrary					Description not available yet					5	3.3m	497	Serperior	Regal Pokemon	75	95	75	75	95	113	528	Grass		63 kg
Blaze	Thick Fat					Description not available yet					5	0.5m	498	Tepig	Fire Pig Pokemon	63	45	65	45	45	45	308	Fire		9.9 kg
Blaze	Thick Fat					Description not available yet					5	1m	499	Pignite	Fire Pig Pokemon	93	55	90	70	55	55	418	Fire	Fighting	55.5 kg
Blaze	Reckless					Description not available yet					5	1.6m	500	Emboar	Mega Fire Pig Pokemon	123	65	110	100	65	65	528	Fire	Fighting	150 kg
Torrent	Shell Armor					Description not available yet					5	0.5m	501	Oshawott	Sea Otter Pokemon	55	45	55	63	45	45	308	Water		5.9 kg
Torrent	Shell Armor					Description not available yet					5	0.8m	502	Dewott	Discipline Pokemon	75	60	75	83	60	60	413	Water		24.5 kg
Torrent	Shell Armor					Description not available yet					5	1.5m	503	Samurott	Formidable Pokemon	100	85	95	108	70	70	528	Water		94.6 kg
Run Away	Keen Eye	Analytic				Description not available yet					5	0.5m	504	Patrat	Scout Pokemon	55	39	45	35	39	42	255	Normal		11.6 kg
Illuminate	Keen Eye	Analytic				Description not available yet					5	1.1m	505	Watchog	Lookout Pokemon	85	69	60	60	69	77	420	Normal		27 kg
Vital Spirit	Pickup	Run Away				Description not available yet					5	0.4m	506	Lillipup	Puppy Pokemon	60	45	45	25	45	55	275	Normal		4.1 kg
Intimidate	Sand Rush	Scrappy				Description not available yet					5	0.9m	507	Herdier	Loyal Dog Pokemon	80	65	65	35	65	60	370	Normal		14.7 kg
Intimidate	Sand Rush	Scrappy				Description not available yet					5	1.2m	508	Stoutland	Big-Hearted Pokemon	110	90	85	45	90	80	500	Normal		61 kg
Limber	Unburden	Prankster				Description not available yet					5	0.4m	509	Purrloin	Devious Pokemon	50	37	41	50	37	66	281	Dark		10.1 kg
Limber	Unburden	Prankster				Description not available yet					5	1.1m	510	Liepard	Cruel Pokemon	88	50	64	88	50	106	446	Dark		37.5 kg
Gluttony	Overgrow					Description not available yet					5	0.6m	511	Pansage	Grass Monkey Pokemon	53	48	50	53	48	64	316	Grass		10.5 kg
Gluttony	Overgrow					Description not available yet					5	1.1m	512	Simisage	Thorn Monkey Pokemon	98	63	75	98	63	101	498	Grass		30.5 kg
Gluttony	Blaze					Description not available yet					5	0.6m	513	Pansear	High Temp Pokemon	53	48	50	53	48	64	316	Fire		11 kg
Gluttony	Blaze					Description not available yet					5	1m	514	Simisear	Ember Pokemon	98	63	75	98	63	101	498	Fire		28 kg
Gluttony	Torrent					Description not available yet					5	0.6m	515	Panpour	Spray Pokemon	53	48	50	53	48	64	316	Water		13.5 kg
Gluttony	Torrent					Description not available yet					5	1m	516	Simipour	Geyser Pokemon	98	63	75	98	63	101	498	Water		29 kg
Forewarn	Synchronize	Telepathy				Description not available yet					5	0.6m	517	Munna	Dream Eater Pokemon	25	45	76	67	55	24	292	Psychic		23.3 kg
Forewarn	Synchronize	Telepathy				Description not available yet					5	1.1m	518	Musharna	Drowsing Pokemon	55	85	116	107	95	29	487	Psychic		60.5 kg
Big Pecks	Super Luck	Rivalry				Description not available yet					5	0.3m	519	Pidove	Tiny Pigeon Pokemon	55	50	50	36	30	43	264	Normal	Flying	2.1 kg
Big Pecks	Super Luck	Rivalry				Description not available yet					5	0.6m	520	Tranquill	Wild Pigeon Pokemon	77	62	62	50	42	65	358	Normal	Flying	15 kg
Big Pecks	Super Luck	Rivalry				Description not available yet					5	1.2m	521	Unfezant	Proud Pokemon	115	80	80	65	55	93	488	Normal	Flying	29 kg
Lightningrod	Motor Drive	Sap Sipper				Description not available yet					5	0.8m	522	Blitzle	Electrified Pokemon	60	32	45	50	32	76	295	Electric		29.8 kg
Lightningrod	Motor Drive	Sap Sipper				Description not available yet					5	1.6m	523	Zebstrika	Thunderbolt Pokemon	100	63	75	80	63	116	497	Electric		79.5 kg
Sturdy	Weak Armor	Sand Force				Description not available yet					5	0.4m	524	Roggenrola	Mantle Pokemon	75	85	55	25	25	15	280	Rock		18 kg
Sturdy	Weak Armor	Sand Force				Description not available yet					5	0.9m	525	Boldore	Ore Pokemon	105	105	70	50	40	20	390	Rock		102 kg
Sturdy	Sand Stream	Sand Force				Description not available yet					5	1.7m	526	Gigalith	Compressed Pokemon	135	130	85	60	80	25	515	Rock		260 kg
Unaware	Klutz	Simple				Description not available yet					5	0.4m	527	Woobat	Bat Pokemon	45	43	65	55	43	72	323	Psychic	Flying	2.1 kg
Unaware	Klutz	Simple				Description not available yet					5	0.9m	528	Swoobat	Courting Pokemon	57	55	67	77	55	114	425	Psychic	Flying	10.5 kg
Sand Rush	Sand Force	Mold Breaker				Description not available yet					5	0.3m	529	Drilbur	Mole Pokemon	85	40	60	30	45	68	328	Ground		8.5 kg
Sand Rush	Sand Force	Mold Breaker				Description not available yet					5	0.7m	530	Excadrill	Subterrene Pokemon	135	60	110	50	65	88	508	Ground	Steel	40.4 kg
Healer	Regenerator	Klutz				Description not available yet					5	1.1m	531	Audino	Hearing Pokemon	60	126	103	80	126	50	545	Normal		31 kg
Guts	Sheer Force	Iron Fist				Description not available yet					5	0.6m	532	Timburr	Muscular Pokemon	80	55	75	25	35	35	305	Fighting		12.5 kg
Guts	Sheer Force	Iron Fist				Description not available yet					5	1.2m	533	Gurdurr	Muscular Pokemon	105	85	85	40	50	40	405	Fighting		40 kg
Guts	Sheer Force	Iron Fist				Description not available yet					5	1.4m	534	Conkeldurr	Muscular Pokemon	140	95	105	55	65	45	505	Fighting		87 kg
Swift Swim	Hydration	Water Absorb				Description not available yet					5	0.5m	535	Tympole	Tadpole Pokemon	50	40	50	50	40	64	294	Water		4.5 kg
Swift Swim	Hydration	Water Absorb				Description not available yet					5	0.8m	536	Palpitoad	Vibration Pokemon	65	55	75	65	55	69	384	Water	Ground	17 kg
Swift Swim	Poison Touch	Water Absorb				Description not available yet					5	1.5m	537	Seismitoad	Vibration Pokemon	95	75	105	85	75	74	509	Water	Ground	62 kg
Guts	Inner Focus	Mold Breaker				Description not available yet					5	1.3m	538	Throh	Judo Pokemon	100	85	120	30	85	45	465	Fighting		55.5 kg
Sturdy	Inner Focus	Mold Breaker				Description not available yet					5	1.4m	539	Sawk	Karate Pokemon	125	75	75	30	75	85	465	Fighting		51 kg
Swarm	Chlorophyll	Overcoat				Description not available yet					5	0.3m	540	Sewaddle	Sewing Pokemon	53	70	45	40	60	42	310	Bug	Grass	2.5 kg
Leaf Guard	Chlorophyll	Overcoat				Description not available yet					5	0.5m	541	Swadloon	Leaf-Wrapped Pokemon	63	90	55	50	80	42	380	Bug	Grass	7.3 kg
Swarm	Chlorophyll	Overcoat				Description not available yet					5	1.2m	542	Leavanny	Nurturing Pokemon	103	80	75	70	80	92	500	Bug	Grass	20.5 kg
Poison Point	Swarm	Speed Boost				Description not available yet					5	0.4m	543	Venipede	Centipede Pokemon	45	59	30	30	39	57	260	Bug	Poison	5.3 kg
Poison Point	Swarm	Speed Boost				Description not available yet					5	1.2m	544	Whirlipede	Curlipede Pokemon	55	99	40	40	79	47	360	Bug	Poison	58.5 kg
Poison Point	Swarm	Speed Boost				Description not available yet					5	2.5m	545	Scolipede	Megapede Pokemon	100	89	60	55	69	112	485	Bug	Poison	200.5 kg
Prankster	Infiltrator	Chlorophyll				Description not available yet					5	0.3m	546	Cottonee	Cotton Puff Pokemon	27	60	40	37	50	66	280	Grass	Fairy	0.6 kg
Prankster	Infiltrator	Chlorophyll				Description not available yet					5	0.7m	547	Whimsicott	Windveiled Pokemon	67	85	60	77	75	116	480	Grass	Fairy	6.6 kg
Chlorophyll	Own Tempo	Leaf Guard				Description not available yet					5	0.5m	548	Petilil	Bulb Pokemon	35	50	45	70	50	30	280	Grass		6.6 kg
Chlorophyll	Own Tempo	Leaf Guard				Description not available yet					5	1.1m	549	Lilligant	Flowering Pokemon	60	75	70	110	75	90	480	Grass		16.3 kg
Reckless	Rock Head	Adaptability	Mold Breaker			Description not available yet					5	1m	550	Basculin	Hostile Pokemon	92	65	70	80	55	98	460	Water		18 kg
Intimidate	Moxie	Anger Point				Description not available yet					5	0.7m	551	Sandile	Desert Croc Pokemon	72	35	50	35	35	65	292	Ground	Dark	15.2 kg
Intimidate	Moxie	Anger Point				Description not available yet					5	1m	552	Krokorok	Desert Croc Pokemon	82	45	60	45	45	74	351	Ground	Dark	33.4 kg
Intimidate	Moxie	Anger Point				Description not available yet					5	1.5m	553	Krookodile	Intimidation Pokemon	117	80	95	65	70	92	519	Ground	Dark	96.3 kg
Hustle	Inner Focus					Description not available yet					5	0.6m	554	Darumaka	Zen Charm Pokemon	90	45	70	15	45	50	315	Fire		37.5 kg
Sheer Force	Zen Mode					Description not available yet					5	1.3m	555	Darmanitan	Blazing Pokemon	30	105	105	140	105	55	540	Fire	Fire	92.9 kg
Water Absorb	Chlorophyll	Storm Drain				Description not available yet					5	1m	556	Maractus	Cactus Pokemon	86	67	75	106	67	60	461	Grass		28 kg
Sturdy	Shell Armor	Weak Armor				Description not available yet					5	0.3m	557	Dwebble	Rock Inn Pokemon	65	85	50	35	35	55	325	Bug	Rock	14.5 kg
Sturdy	Shell Armor	Weak Armor				Description not available yet					5	1.4m	558	Crustle	Stone Home Pokemon	105	125	70	65	75	45	485	Bug	Rock	200 kg
Shed Skin	Moxie	Intimidate				Description not available yet					5	0.6m	559	Scraggy	Shedding Pokemon	75	70	50	35	70	48	348	Dark	Fighting	11.8 kg
Shed Skin	Moxie	Intimidate				Description not available yet					5	1.1m	560	Scrafty	Hoodlum Pokemon	90	115	65	45	115	58	488	Dark	Fighting	30 kg
Wonder Skin 	Magic Guard	Tinted Lens				Description not available yet					5	1.4m	561	Sigilyph	Avianoid Pokemon	58	80	72	103	80	97	490	Psychic	Flying	14 kg
Mummy						Description not available yet					5	0.5m	562	Yamask	Spirit Pokemon	30	85	38	55	65	30	303	Ghost		1.5 kg
Mummy						Description not available yet					5	1.7m	563	Cofagrigus	Coffin Pokemon	50	145	58	95	105	30	483	Ghost		76.5 kg
Solid Rock	Sturdy	Swift Swim				Description not available yet					5	0.7m	564	Tirtouga	Prototurtle Pokemon	78	103	54	53	45	22	355	Water	Rock	16.5 kg
Solid Rock	Sturdy	Swift Swim				Description not available yet					5	1.2m	565	Carracosta	Prototurtle Pokemon	108	133	74	83	65	32	495	Water	Rock	81 kg
Defeatist						Description not available yet					5	0.5m	566	Archen	First Bird Pokemon	112	45	55	74	45	70	401	Rock	Flying	9.5 kg
Defeatist						Description not available yet					5	1.4m	567	Archeops	First Bird Pokemon	140	65	75	112	65	110	567	Rock	Flying	32 kg
Stench	Sticky Hold	Aftermath				Description not available yet					5	0.6m	568	Trubbish	Trash Bag Pokemon	50	62	50	40	62	65	329	Poison		31 kg
Stench	Weak Armor	Aftermath				Description not available yet					5	1.9m	569	Garbodor	Trash Heap Pokemon	95	82	80	60	82	75	474	Poison		107.3 kg
Illusion						Description not available yet					5	0.7m	570	Zorua	Tricky Fox Pokemon	65	40	40	80	40	65	330	Dark		12.5 kg
Illusion						Description not available yet					5	1.6m	571	Zoroark	Illusion Fox Pokemon	105	60	60	120	60	105	510	Dark		81.1 kg
Cute Charm	Technician	Skill Link				Description not available yet					5	0.4m	572	Minccino	Chinchilla Pokemon	50	40	55	40	40	75	300	Normal		5.8 kg
Cute Charm	Technician	Skill Link				Description not available yet					5	0.5m	573	Cinccino	Scarf Pokemon	95	60	75	65	60	115	470	Normal		7.5 kg
Frisk	Competitive	Shadow Tag				Description not available yet					5	0.4m	574	Gothita	Fixation Pokemon	30	50	45	55	65	45	290	Psychic		5.8 kg
Frisk	Competitive	Shadow Tag				Description not available yet					5	0.7m	575	Gothorita	Manipulate Pokemon	45	70	60	75	85	55	390	Psychic		18 kg
Frisk	Competitive	Shadow Tag				Description not available yet					5	1.5m	576	Gothitelle	Astral Body Pokemon	55	95	70	95	110	65	490	Psychic		44 kg
Overcoat	Magic Guard	Regenerator				Description not available yet					5	0.3m	577	Solosis	Cell Pokemon	30	40	45	105	50	20	290	Psychic		1 kg
Overcoat	Magic Guard	Regenerator				Description not available yet					5	0.6m	578	Duosion	Mitosis Pokemon	40	50	65	125	60	30	370	Psychic		8 kg
Overcoat	Magic Guard	Regenerator				Description not available yet					5	1m	579	Reuniclus	Multiplying Pokemon	65	75	110	125	85	30	490	Psychic		20.1 kg
Keen Eye	Big Pecks	Hydration				Description not available yet					5	0.5m	580	Ducklett	Water Bird Pokemon	44	50	62	44	50	55	305	Water	Flying	5.5 kg
Keen Eye	Big Pecks	Hydration				Description not available yet					5	1.3m	581	Swanna	White Bird Pokemon	87	63	75	87	63	98	473	Water	Flying	24.2 kg
Ice Body	Snow Cloak	Weak Armor				Description not available yet					5	0.4m	582	Vanillite	Fresh Snow Pokemon	50	50	36	65	60	44	305	Ice		5.7 kg
Ice Body	Snow Cloak	Weak Armor				Description not available yet					5	1.1m	583	Vanillish	Icy Snow Pokemon	65	65	51	80	75	59	395	Ice		41 kg
Ice Body	Snow Warning	Weak Armor				Description not available yet					5	1.3m	584	Vanilluxe	Snowstorm Pokemon	95	85	71	110	95	79	535	Ice		57.5 kg
Chlorophyll	Sap Sipper	Serene Grace				Description not available yet					5	0.6m	585	Deerling	Season Pokemon	60	50	60	40	50	75	335	Normal	Grass	19.5 kg
Chlorophyll	Sap Sipper	Serene Grace				Description not available yet					5	1.9m	586	Sawsbuck	Season Pokemon	100	70	80	60	70	95	475	Normal	Grass	92.5 kg
Static	Motor Drive					Description not available yet					5	0.4m	587	Emolga	Sky Squirrel Pokemon	75	60	55	75	60	103	428	Electric	Flying	5 kg
Swarm	Shed Skin	No Guard				Description not available yet					5	0.5m	588	Karrablast	Clamping Pokemon	75	45	50	40	45	60	315	Bug		5.9 kg
Swarm	Shell Armor	Overcoat				Description not available yet					5	1m	589	Escavalier	Cavalry Pokemon	135	105	70	60	105	20	495	Bug	Steel	33 kg
Effect Spore	Regenerator					Description not available yet					5	0.2m	590	Foongus	Mushroom Pokemon	55	45	69	55	55	15	294	Grass	Poison	1 kg
Effect Spore	Regenerator					Description not available yet					5	0.6m	591	Amoonguss	Mushroom Pokemon	85	70	114	85	80	30	464	Grass	Poison	10.5 kg
Water Absorb	Cursed Body	Damp				Description not available yet					5	1.2m	592	Frillish	Floating Pokemon	40	50	55	65	85	40	335	Water	Ghost	33 kg
Water Absorb	Cursed Body	Damp				Description not available yet					5	2.2m	593	Jellicent	Floating Pokemon	60	70	100	85	105	60	480	Water	Ghost	135 kg
Healer	Hydration	Regenerator				Description not available yet					5	1.2m	594	Alomomola	Caring Pokemon	75	80	165	40	45	65	470	Water		31.6 kg
Compoundeyes	Unnerve	Swarm				Description not available yet					5	0.1m	595	Joltik	Attaching Pokemon	47	50	50	57	50	65	319	Bug	Electric	0.6 kg
Compoundeyes	Unnerve	Swarm				Description not available yet					5	0.8m	596	Galvantula	EleSpider Pokemon	77	60	70	97	60	108	472	Bug	Electric	14.3 kg
Iron Barbs						Description not available yet					5	0.6m	597	Ferroseed	Thorn Seed Pokemon	50	91	44	24	86	10	305	Grass	Steel	18.8 kg
Iron Barbs	Anticipation					Description not available yet					5	1m	598	Ferrothorn	Thorn Pod Pokemon	94	131	74	54	116	20	489	Grass	Steel	110 kg
Plus	Minus	Clear Body				Description not available yet					5	0.3m	599	Klink	Gear Pokemon	55	70	40	45	60	30	300	Steel		21 kg
Plus	Minus	Clear Body				Description not available yet					5	0.6m	600	Klang	Gear Pokemon	80	95	60	70	85	50	440	Steel		51 kg
Plus	Minus	Clear Body				Description not available yet					5	0.6m	601	Klinklang	Gear Pokemon	100	115	60	70	85	90	520	Steel		81 kg
Levitate						Description not available yet					5	0.2m	602	Tynamo	EleFish Pokemon	55	40	35	45	40	60	275	Electric		0.3 kg
Levitate						Description not available yet					5	1.2m	603	Eelektrik	EleFish Pokemon	85	70	65	75	70	40	405	Electric		22 kg
Levitate						Description not available yet					5	2.1m	604	Eelektross	EleFish Pokemon	115	80	85	105	80	50	515	Electric		80.5 kg
Telepathy	Synchronize	Analytic				Description not available yet					5	0.5m	605	Elgyem	Cerebral Pokemon	55	55	55	85	55	30	335	Psychic		9 kg
Telepathy	Synchronize	Analytic				Description not available yet					5	1m	606	Beheeyem	Cerebral Pokemon	75	75	75	125	95	40	485	Psychic		34.5 kg
Flash Fire	Flame Body	Infiltrator				Description not available yet					5	0.3m	607	Litwick	Candle Pokemon	30	55	50	65	55	20	275	Ghost	Fire	3.1 kg
Flash Fire	Flame Body	Infiltrator				Description not available yet					5	0.6m	608	Lampent	Lamp Pokemon	40	60	60	95	60	55	370	Ghost	Fire	13 kg
Flash Fire	Flame Body	Infiltrator				Description not available yet					5	1m	609	Chandelure	Luring Pokemon	55	90	60	145	90	80	520	Ghost	Fire	34.3 kg
Rivalry	Mold Breaker	Unnerve				Description not available yet					5	0.6m	610	Axew	Tusk Pokemon	87	60	46	30	40	57	320	Dragon		18 kg
Rivalry	Mold Breaker	Unnerve				Description not available yet					5	1m	611	Fraxure	Axe Jaw Pokemon	117	70	66	40	50	67	410	Dragon		36 kg
Rivalry	Mold Breaker	Unnerve				Description not available yet					5	1.8m	612	Haxorus	Axe Jaw Pokemon	147	90	76	60	70	97	540	Dragon		105.5 kg
Snow Cloak	Slush Rush	Rattled				Description not available yet					5	0.5m	613	Cubchoo	Chill Pokemon	70	40	55	60	40	40	305	Ice		8.5 kg
Snow Cloak	Slush Rush	Swift Swim				Description not available yet					5	2.6m	614	Beartic	Freezing Pokemon	130	80	95	70	80	50	505	Ice		260 kg
Levitate						Description not available yet					5	1.1m	615	Cryogonal	Crystallizing Pokemon	50	50	80	95	135	105	515	Ice		148 kg
Hydration	Shell Armor	Overcoat				Description not available yet					5	0.4m	616	Shelmet	Snail Pokemon	40	85	50	40	65	25	305	Bug		7.7 kg
Hydration	Sticky Hold	Unburden				Description not available yet					5	0.8m	617	Accelgor	Shell Out Pokemon	70	40	80	100	60	145	495	Bug		25.3 kg
Static	Limber	Sand Veil				Description not available yet					5	0.7m	618	Stunfisk	Trap Pokemon	66	84	109	81	99	32	471	Ground	Electric	11 kg
Inner Focus	Regenerator	Reckless				Description not available yet					5	0.9m	619	Mienfoo	Martial Arts Pokemon	85	50	45	55	50	65	350	Fighting		20 kg
Inner Focus	Regenerator	Reckless				Description not available yet					5	1.4m	620	Mienshao	Martial Arts Pokemon	125	60	65	95	60	105	510	Fighting		35.5 kg
Rough Skin	Sheer Force	Mold Breaker				Description not available yet					5	1.6m	621	Druddigon	Cave Pokemon	120	90	77	60	90	48	485	Dragon		139 kg
Iron Fist	Klutz	No Guard				Description not available yet					5	1m	622	Golett	Automaton Pokemon	74	50	59	35	50	35	303	Ground	Ghost	92 kg
Iron Fist	Klutz	No Guard				Description not available yet					5	2.8m	623	Golurk	Automaton Pokemon	124	80	89	55	80	55	483	Ground	Ghost	330 kg
Defiant	Inner Focus	Pressure				Description not available yet					5	0.5m	624	Pawniard	Sharp Blade Pokemon	85	70	45	40	40	60	340	Dark	Steel	10.2 kg
Defiant	Inner Focus	Pressure				Description not available yet					5	1.6m	625	Bisharp	Sword Blade Pokemon	125	100	65	60	70	70	490	Dark	Steel	70 kg
Reckless	Sap Sipper	Soundproof				Description not available yet					5	1.6m	626	Bouffalant	Bash Buffalo Pokemon	110	95	95	40	95	55	490	Normal		94.6 kg
Keen Eye	Sheer Force	Hustle				Description not available yet					5	0.5m	627	Rufflet	Eaglet Pokemon	83	50	70	37	50	60	350	Normal	Flying	10.5 kg
Keen Eye	Sheer Force	Defiant				Description not available yet					5	1.5m	628	Braviary	Valiant Pokemon	123	75	100	57	75	80	510	Normal	Flying	41 kg
Big Pecks	Overcoat	Weak Armor				Description not available yet					5	0.5m	629	Vullaby	Diapered Pokemon	55	75	70	45	65	60	370	Dark	Flying	9 kg
Big Pecks	Overcoat	Weak Armor				Description not available yet					5	1.2m	630	Mandibuzz	Bone Vulture Pokemon	65	105	110	55	95	80	510	Dark	Flying	39.5 kg
Gluttony	Flash Fire	White Smoke				Description not available yet					5	1.4m	631	Heatmor	Anteater Pokemon	97	66	85	105	66	65	484	Fire		58 kg
Swarm	Hustle	Truant				Description not available yet					5	0.3m	632	Durant	Iron Ant Pokemon	109	112	58	48	48	109	484	Bug	Steel	33 kg
Hustle						Description not available yet					5	0.8m	633	Deino	Irate Pokemon	65	50	52	45	50	38	300	Dark	Dragon	17.3 kg
Hustle						Description not available yet					5	1.4m	634	Zweilous	Hostile Pokemon	85	70	72	65	70	58	420	Dark	Dragon	50 kg
Levitate						Description not available yet					5	1.8m	635	Hydreigon	Brutal Pokemon	105	90	92	125	90	98	600	Dark	Dragon	160 kg
Flame Body	Swarm					Description not available yet					5	1.1m	636	Larvesta	Torch Pokemon	85	55	55	50	55	60	360	Bug	Fire	28.8 kg
Flame Body	Swarm					Description not available yet					5	1.6m	637	Volcarona	Sun Pokemon	60	65	85	135	105	100	550	Bug	Fire	46 kg
Justified						Description not available yet					5	2.1m	638	Cobalion	Iron Will Pokemon	90	129	91	90	72	108	580	Steel	Fighting	250 kg
Justified						Description not available yet					5	1.9m	639	Terrakion	Cavern Pokemon	129	90	91	72	90	108	580	Rock	Fighting	260 kg
Justified						Description not available yet					5	2m	640	Virizion	Grassland Pokemon	90	72	91	90	129	108	580	Grass	Fighting	200 kg
Prankster	Defiant	Regenerator				Description not available yet					5	1.5m	641	Tornadus	Cyclone Pokemon	100	80	79	110	90	121	580	Flying		63 kg
Prankster	Defiant	Volt Absorb				Description not available yet					5	1.5m	642	Thundurus	Bolt Strike Pokemon	105	70	79	145	80	101	580	Electric	Flying	61 kg
Turboblaze						Description not available yet					5	3.2m	643	Reshiram	Vast White Pokemon	120	100	100	150	120	90	680	Dragon	Fire	330 kg
Teravolt						Description not available yet					5	2.9m	644	Zekrom	Deep Black Pokemon	150	120	100	120	100	90	680	Dragon	Electric	345 kg
Sand Force	Sheer Force	Intimidate				Description not available yet					5	1.5m	645	Landorus	Abundance Pokemon	145	90	89	105	80	91	600	Ground	Flying	68 kg
Pressure	Teravolt	Turboblaze				Description not available yet					5	3m	646	Kyurem	Boundary Pokemon	120	90	125	170	100	95	700	Dragon	Ice	325 kg
Justified						Description not available yet					5	1.4m	647	Keldeo	Colt Pokemon	72	90	91	129	90	108	580	Water	Fighting	48.5 kg
Serene Grace						Description not available yet					5	0.6m	648	Meloetta	Melody Pokemon	128	90	100	77	77	128	600	Normal	Psychic	6.5 kg
Download						Description not available yet					5	1.5m	649	Genesect	Paleozoic Pokemon	120	95	71	120	95	99	600	Bug	Steel	82.5 kg
Overgrow	Bulletproof					Description not available yet					6	0.4m	650	Chespin	Spiky Nut Pokemon	61	65	56	48	45	38	313	Grass		9 kg
Overgrow	Bulletproof					Description not available yet					6	0.7m	651	Quilladin	Spiny Armor Pokemon	78	95	61	56	58	57	405	Grass		29 kg
Overgrow	Bulletproof					Description not available yet					6	1.6m	652	Chesnaught	Spiny Armor Pokemon	107	122	88	74	75	64	530	Grass	Fighting	90 kg
Blaze	Magician					Description not available yet					6	0.4m	653	Fennekin	Fox Pokemon	45	40	40	62	60	60	307	Fire		9.4 kg
Blaze	Magician					Description not available yet					6	1m	654	Braixen	Fox Pokemon	59	58	59	90	70	73	409	Fire		14.5 kg
Blaze	Magician					Description not available yet					6	1.5m	655	Delphox	Fox Pokemon	69	72	75	114	100	104	534	Fire	Psychic	39 kg
Torrent	Protean					Description not available yet					6	0.3m	656	Froakie	Bubble Frog Pokemon	56	40	41	62	44	71	314	Water		7 kg
Torrent	Protean					Description not available yet					6	0.6m	657	Frogadier	Bubble Frog Pokemon	63	52	54	83	56	97	405	Water		10.9 kg
Torrent	Protean	Battle Bond				Description not available yet					6	1.5m	658	Greninja	Ninja Pokemon	145	67	72	153	71	132	640	Water	Dark	40 kg
Pickup	Cheek Pouch	Huge Power				Description not available yet					6	0.4m	659	Bunnelby	Digging Pokemon	36	38	38	32	36	57	237	Normal		5 kg
Pickup	Cheek Pouch	Huge Power				Description not available yet					6	1m	660	Diggersby	Digging Pokemon	56	77	85	50	77	78	423	Normal	Ground	42.4 kg
Big Pecks	Gale Wings					Description not available yet					6	0.3m	661	Fletchling	Tiny Robin Pokemon	50	43	45	40	38	62	278	Normal	Flying	1.7 kg
Flame Body	Gale Wings					Description not available yet					6	0.7m	662	Fletchinder	Ember Pokemon	73	55	62	56	52	84	382	Fire	Flying	16 kg
Flame Body	Gale Wings					Description not available yet					6	1.2m	663	Talonflame	Scorching Pokemon	81	71	78	74	69	126	499	Fire	Flying	24.5 kg
Shield Dust	Compoundeyes	Friend Guard				Description not available yet					6	0.3m	664	Scatterbug	Scatterdust Pokemon	35	40	38	27	25	35	200	Bug		2.5 kg
Shed Skin	Friend Guard					Description not available yet					6	0.3m	665	Spewpa	Scatterdust Pokemon	22	60	45	27	30	29	213	Bug		8.4 kg
Shield Dust	Compoundeyes	Friend Guard				Description not available yet					6	1.2m	666	Vivillon	Scale Pokemon	52	50	80	90	50	89	411	Bug	Flying	17 kg
Rivalry	Unnerve	Moxie				Description not available yet					6	0.6m	667	Litleo	Lion Cub Pokemon	50	58	62	73	54	72	369	Fire	Normal	13.5 kg
Rivalry	Unnerve	Moxie				Description not available yet					6	1.5m	668	Pyroar	Royal Pokemon	68	72	86	109	66	106	507	Fire	Normal	81.5 kg
